"ID","Player","Team","Position","RkOv","Status","Roster Status","Age","Opponent","Score","Ros","+/-","IP","ERA","WHIP","K","L","QS","K/BB","SVH","H/AB","R","RBI","HR","SB","SO","AVG","OPS","GP"
"*06ktt*","Jamie Arnold","ATH","SP","1441","BOS","Minors","22","COL Sun 3:05PM","0","48%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05t64*","Felix Bautista","BAL","RP","1577","ALASKA","Inj Res","30","SD Sun 1:35PM","0","28%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05xpo*","Ryan Bergert","KC","SP","1636","KCP","Reserve","26","HOU Sun 2:10PM","0","8%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*041rf*","Shane Bieber","TOR","SP","1661","DOB","Reserve","31","NYY Sun 1:37PM","0","80%","+1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06dqi*","Jake Bloss","TOR","SP","1696","DOB","Minors","24","NYY Sun 1:37PM","0","12%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06icx*","Tyler Bremner","LAA","SP","1781","BOS","Minors","22","TB Sun 4:07PM","0","44%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*041rd*","Corbin Burnes","ARI","SP","1870","MN","Inj Res","31","@CIN Sun 1:40PM","0","65%","-6%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*062e0*","Cam Caminiti","ATL","SP","1944","AKR","Reserve","19","@NYM Sun 1:40PM","0","44%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06rm6*","Kendry Chourio","KC","SP","2155","45s","Minors","18","HOU Sun 2:10PM","0","38%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*060m8*","Jurrangelo Cijntje","STL","SP","2164","AKR","Minors","23","@MIN Sun 2:10PM","0","38%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06qif*","Brandon Clarke","STL","SP","2178","SUGA","Minors","23","@MIN Sun 2:10PM","0","13%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04ug5*","Emmanuel Clase","CLE","RP","2179","GOATS","Inj Res","28","DET Sun 1:40PM","0","5%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06bfu*","Alex Clemmey","WSH","SP","2185","45s","Minors","20","SEA Sun 1:35PM","0","18%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*063e5*","Caden Dana","LAA","SP","2390","Rome","Reserve","22","TB Sun 4:07PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*01c5l*","Yu Darvish","SD","SP","2400","MN","Inj Res","39","@BAL Sun 1:35PM","0","4%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06mio*","David Davalillo","TEX","SP","2406","SUGA","Reserve","24","@BOS Sun 7:20PM","0","16%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06ckl*","Luis De Leon","BAL","SP","2473","AKR","Reserve","23","SD Sun 1:35PM","0","20%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06rgh*","Kevin Defrank","MIA","SP","2513","KCP","Minors","17","@PIT Sun 12:15PM","0","19%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06roc*","Liam Doyle","STL","SP","2611","PAW","Minors","22","@MIN Sun 2:10PM","0","50%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*066m0*","Kohl Drake","ARI","SP","2614","ALASKA","Minors","25","@CIN Sun 1:40PM","0","7%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06rre*","Joseph Dzierwa","BAL","SP","2661","AKR","Minors","22","SD Sun 1:35PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06o03*","Daniel Eagen","ARI","SP","2662","DOB","Minors","23","@CIN Sun 1:40PM","0","9%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04ya2*","Daniel Espino","CLE","SP","2727","MN","Minors","25","DET Sun 1:40PM","0","26%","+2%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06hv8*","Logan Evans","SEA","SP","2752","Rome","Inj Res","25","@WSH Sun 1:35PM","0","12%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06mph*","Anthony Eyanson","BOS","SP","2755","KCP","Minors","21","TEX Sun 7:20PM","0","36%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05u6g*","Jackson Ferris","LAD","SP","2817","PAW","Minors","22","@CHW Sun 2:10PM","0","32%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05yav*","David Festa","MIN","SP","2818","GOATS","Inj Res","26","STL Sun 2:10PM","0","17%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05rav*","Richard Fitts","STL","SP","2842","MN","Reserve","26","@MIN Sun 2:10PM","0","12%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06hwt*","Michael Forret","TB","SP","2892","DOB","Minors","22","@LAA Sun 4:07PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*0421k*","Bowden Francis","TOR","SP","2911","KCP","Inj Res","30","NYY Sun 1:37PM","0","8%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06gjv*","Nestor German","BAL","SP","3072","DOB","Minors","24","SD Sun 1:35PM","0","13%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*03zbj*","Brusdar Graterol","LAD","RP","3194","BOS","Inj Res","27","@CHW Sun 2:10PM","0","7%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04aea*","Hunter Greene","CIN","SP","3211","SSP","Inj Res","26","ARI Sun 1:40PM","0","92%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*067yn*","Seth Hernandez","PIT","SP","3450","SUGA","Minors","19","MIA Sun 12:15PM","0","56%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*0516h*","DJ Herz","WSH","SP","3469","DOB","Inj Res","25","SEA Sun 1:35PM","0","20%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*066iq*","Ben Hess","NYY","SP","3470","AKR","Minors","23","@TOR Sun 1:37PM","0","25%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06f1b*","Brody Hopkins","TB","SP","3546","SSP","Reserve","24","@LAA Sun 4:07PM","0","41%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05rb0*","Jackson Jobe","DET","SP","3692","ALASKA","Inj Res","23","@CLE Sun 1:40PM","0","47%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06htl*","Ty Johnson","TB","SP","3709","GOATS","Minors","24","@LAA Sun 4:07PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*060eu*","Ben Joyce","LAA","RP","3740","Rome","Inj Res","25","TB Sun 4:07PM","0","35%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06n3o*","Johnny King","TOR","SP","3808","PAW","Minors","19","NYY Sun 1:37PM","0","26%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05l9f*","Landon Knack","LAD","SP","3836","BOS","Reserve","28","@CHW Sun 2:10PM","0","7%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*062h4*","Carlos Lagrange","NYY","SP","3888","45s","Minors","23","@TOR Sun 1:37PM","0","50%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06kza*","Justin Lamkin","KC","SP","3893","PAW","Minors","22","HOU Sun 2:10PM","0","11%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05tdl*","Dylan Lesko","TB","RP","3980","GOATS","Minors","22","@LAA Sun 4:07PM","0","13%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06gjw*","Bishop Letson","MIL","SP","3982","AKR","Minors","21","PHI Sun 2:10PM","0","16%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06op3*","Wei-En Lin","ATH","SP,RP","4002","45s","Minors","20","COL Sun 3:05PM","0","25%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06l0n*","Sean Paul Linan","NYY","SP","4004","SUGA","Active","21","@TOR Sun 1:37PM","0","7%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*043f9*","Pablo Lopez","MIN","SP","4066","GOATS","Inj Res","30","STL Sun 2:10PM","0","45%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*0512c*","Alec Marsh","KC","SP","4209","MN","Inj Res","28","HOU Sun 2:10PM","0","5%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05acp*","Justin Martinez","ARI","RP","4255","AKR","Inj Res","24","@CIN Sun 1:40PM","0","25%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*060gd*","Quinn Mathews","STL","SP","4285","AKR","Reserve","25","@MIN Sun 2:10PM","0","40%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05xom*","Tyler Mattison","DET","SP","4299","MN","Minors","26","@CLE Sun 1:40PM","0","1%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06lp4*","Kash Mayfield","SD","SP","4306","PAW","Minors","21","@BAL Sun 1:35PM","0","26%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05xpj*","Tanner McDougal","CHW","SP","4345","GOATS","Minors","23","LAD Sun 2:10PM","0","32%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06rw3*","Briggs McKenzie","ATL","SP","4363","DOB","Minors","19","@NYM Sun 1:40PM","0","17%","+4%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*062z7*","Karson Milbrandt","MIA","SP","4499","Rome","Reserve","22","@PIT Sun 12:15PM","0","38%","+1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06hw9*","Mason Miller","KC","SP,RP","4515","MN","Minors","24","HOU Sun 2:10PM","0","2%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*062pm*","Owen Murphy","ATL","SP","4690","SSP","Minors","22","@NYM Sun 1:40PM","0","25%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*02bqy*","Joe Musgrove","SD","SP","4699","SUGA","Inj Res","33","@BAL Sun 1:35PM","0","65%","-1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04px8*","Reese Olson","DET","SP","4838","SUGA","Inj Res","26","@CLE Sun 1:40PM","0","33%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*0512m*","Ryan Pepiot","TB","SP","5029","ALASKA","Reserve","28","@LAA Sun 4:07PM","0","63%","-1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*067xg*","Nolan Perry","TOR","SP","5090","Rome","Minors","22","NYY Sun 1:37PM","0","19%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06z3q*","Mason Peters","SEA","RP","5094","Rome","Active","22","@WSH Sun 1:35PM","0","4%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05u6h*","Brock Porter","TEX","RP","5193","BOS","Minors","23","@BOS Sun 7:20PM","0","11%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*050vn*","Quinn Priester","MIL","SP","5216","AKR","Inj Res","25","PHI Sun 2:10PM","0","59%","-2%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*03yso*","A.J. Puk","ARI","RP","5228","45s","Inj Res","31","@CIN Sun 1:40PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06kxc*","Zach Root","LAD","SP","5586","PAW","Minors","22","@CHW Sun 2:10PM","0","17%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05jri*","Alejandro Rosario","WSH","SP","5596","SUGA","Minors","24","SEA Sun 1:35PM","0","18%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05ynx*","River Ryan","LAD","SP","5655","AKR","Reserve","27","@CHW Sun 2:10PM","0","52%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06f1j*","Caden Scarborough","TEX","SP","5781","SSP","Minors","21","@BOS Sun 7:20PM","0","31%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04ee7*","Clarke Schmidt","NYY","SP","5793","ALASKA","Inj Res","30","@TOR Sun 1:37PM","0","33%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*064wj*","Kruz Schoolcraft","SD","SP","5801","SSP","Minors","19","@BAL Sun 1:35PM","0","36%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05tq1*","Spencer Schwellenbach","ATL","SP","5812","GOATS","Inj Res","26","@NYM Sun 1:40PM","0","72%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04eld*","J.P. Sears","SD","SP","5821","MN","Reserve","30","@BAL Sun 1:35PM","0","14%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06kke*","David Shields","KC","SP","5877","AKR","Minors","19","HOU Sun 2:10PM","0","16%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06ybd*","Miguel Sime","WSH","SP","5907","AKR","Minors","19","SEA Sun 1:35PM","0","21%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06y9s*","Johnny Slawinski","LAA","SP","5930","AKR","Minors","19","TB Sun 4:07PM","0","7%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06ier*","Ryan Sloan","SEA","SP","5933","Rome","Minors","20","@WSH Sun 1:35PM","0","53%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05zd4*","Hagen Smith","CHW","SP","5950","PAW","Minors","22","LAD Sun 2:10PM","0","54%","+3%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05uy5*","AJ Smith-Shawver","ATL","SP","5960","SSP","Inj Res","23","@NYM Sun 1:40PM","0","34%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05t7a*","Anthony Solometo","PIT","SP","5977","ALASKA","Minors","23","MIA Sun 12:15PM","0","8%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*03deg*","Justin Steele","CHC","SP","6027","ALASKA","Inj Res","30","@SF Sun 3:10PM","0","66%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06z3m*","Jackson Steensma","SEA","SP","6028","Rome","Minors","22","@WSH Sun 1:35PM","0","5%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06nub*","Khal Stephen","CLE","SP","6034","ALASKA","Minors","23","DET Sun 1:40PM","0","24%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05mrx*","Gavin Stone","LAD","SP","6051","GOATS","Inj Res","27","@CHW Sun 2:10PM","0","20%","-1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05y7n*","Jarlin Susana","WSH","SP","6104","Rome","Minors","22","SEA Sun 1:35PM","0","42%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05ycl*","Travis Sykora","WSH","SP","6114","SSP","Reserve","22","SEA Sun 1:35PM","0","43%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05yb1*","Drew Thorpe","CHW","SP","6202","45s","Inj Res","25","LAD Sun 2:10PM","0","21%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05js6*","Ricky Tiedemann","TOR","SP","6210","Rome","Minors","23","NYY Sun 1:37PM","0","36%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04tji*","Edwin Uceta","TB","RP","6312","Rome","Inj Res","28","@LAA Sun 4:07PM","0","32%","-1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06qsl*","Najer Victor","LAA","RP","6442","MN","Minors","24","TB Sun 4:07PM","0","2%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*0603p*","Hurston Waldrep","ATL","SP","6495","SSP","Active","24","@NYM Sun 1:40PM","0","56%","+1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*050s3*","Blake Walston","ARI","SP","6511","ALASKA","Minors","24","@CIN Sun 1:40PM","0","4%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06f1c*","Jack Wenninger","NYM","SP","6559","AKR","Reserve","24","ATL Sun 1:40PM","0","34%","-1%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05y7v*","Carson Whisenhunt","SF","SP","6576","BOS","Minors","25","CHC Sun 3:10PM","0","22%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05tp6*","Thomas White","MIA","SP","6587","45s","Minors","21","@PIT Sun 12:15PM","0","61%","-2%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06c1l*","Joe Whitman","SF","SP","6591","Rome","Reserve","24","CHC Sun 3:10PM","0","6%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06huh*","Brett Wichrowski","MIL","SP","6594","GOATS","Minors","23","PHI Sun 2:10PM","0","6%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*05u2p*","Jaxon Wiggins","CHC","SP","6599","SSP","Reserve","24","@SF Sun 3:10PM","0","43%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06dmr*","Matt Wilkinson","SF","SP","6603","DOB","Minors","23","CHC Sun 3:10PM","0","13%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06ms5*","Kyson Witherspoon","BOS","SP","6645","SUGA","Minors","21","TEX Sun 7:20PM","0","41%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*06ujt*","Gage Wood","PHI","SP","6651","SSP","Reserve","22","@MIL Sun 2:10PM","0","36%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
"*04aed*","Kyle Wright","CHC","SP","6670","BOS","Reserve","30","@SF Sun 3:10PM","0","4%","0%","0","0","0","0","0","0","0","0","0/0","0","0","0","0","0","0",".000","0"
