day,mlbam_id,name,role,level,score_030,score_031,delta,rank_030,rank_031,class,continuity_floor_applied,arm_b_buckets
2026-07-26,814409,Seaver King,hitter,AAA,31.77,31.86,0.09,97,101,unintended,False,
2026-07-26,695667,Ben Kudrna,pitcher,AAA,14.47,31.14,16.67,857,109,intended,True,thin_current_sample_confidence
2026-07-26,809100,Ixan Henderson,pitcher,A,19.27,30.84,11.57,525,113,intended,True,thin_current_sample_confidence
2026-07-26,815304,Josh Adamczewski,hitter,AA,25.41,30.75,5.34,248,114,unintended,False,
2026-07-26,816111,Tate Southisene,hitter,A+,30.31,30.56,0.25,118,118,unintended,False,
2026-07-26,703197,Michael Arroyo,hitter,AAA,18.13,29.61,11.48,604,135,unintended,False,
2026-07-26,802126,Joe Whitman,pitcher,AAA,28.25,29.25,1.0,164,145,unintended,False,
2026-07-26,700164,Bryant Betancourt,hitter,AAA,15.29,29.18,13.89,797,147,unintended,False,
2026-07-26,806957,Alfredo Duno,hitter,AA,16.07,28.34,12.27,742,169,unintended,False,
2026-07-26,702484,Jackson Cox,pitcher,AA,26.83,28.34,1.51,204,170,unintended,False,
2026-07-26,805207,Caden Bodine,hitter,AA,26.4,26.85,0.45,215,212,unintended,False,
2026-07-26,815873,Sean Keys,hitter,AAA,17.0,26.29,9.29,673,228,unintended,False,
2026-07-26,682982,Daniel Espino,pitcher,AAA,26.22,26.24,0.02,222,230,unintended,False,thin_current_sample_confidence
2026-07-26,691181,Emmanuel Rodriguez,hitter,AAA,26.18,26.19,0.01,225,232,unintended,False,thin_current_sample_confidence
2026-07-26,694370,Levi Wells,pitcher,AAA,25.91,25.93,0.02,235,242,unintended,False,thin_current_sample_confidence
2026-07-26,702650,Michael Forret,pitcher,AAA,22.79,25.7,2.91,341,249,unintended,False,
2026-07-26,815929,Jhonny Level,hitter,A+,24.63,25.59,0.96,270,253,unintended,False,
2026-07-26,800537,Christian Zazueta,pitcher,AA,20.16,25.52,5.36,472,256,unintended,False,moderate_thin_sample_confidence
2026-07-26,803833,Garrett Baumann,pitcher,AAA,21.35,25.42,4.07,411,258,unintended,False,
2026-07-26,830402,Kendry Chourio,pitcher,A+,20.1,25.27,5.17,476,263,unintended,False,moderate_thin_sample_confidence
2026-07-26,814351,Lucas Braun,pitcher,AAA,23.25,25.16,1.91,319,266,unintended,False,
2026-07-26,702652,Andrew Fischer,hitter,AA,24.37,24.85,0.48,281,277,unintended,False,
2026-07-26,691641,Jose Acuna,pitcher,AAA,18.3,24.58,6.28,588,284,unintended,False,
2026-07-26,800540,Hector Osorio,hitter,A+,21.1,24.19,3.09,423,300,unintended,False,
2026-07-26,702619,Luke Hill,hitter,AA,14.82,23.47,8.65,827,320,unintended,False,moderate_thin_sample_confidence
2026-07-26,683363,Matt Wilkinson,pitcher,AAA,19.16,23.41,4.25,534,324,unintended,False,moderate_thin_sample_confidence
2026-07-26,808087,Junior Sanchez,pitcher,AA,21.33,23.21,1.88,413,333,unintended,False,moderate_thin_sample_confidence
2026-07-26,701339,Marek Houston,hitter,AA,22.57,23.18,0.61,357,337,unintended,False,
2026-07-26,815617,Kayson Cunningham,hitter,A+,22.79,23.11,0.32,340,340,unintended,False,
2026-07-26,809733,Connor Wietgrefe,pitcher,AAA,19.47,22.95,3.48,510,347,unintended,False,
2026-07-26,800176,Carlos Sanchez,hitter,AA,12.32,22.88,10.56,1033,351,unintended,False,
2026-07-26,694753,Khristian Curtis,pitcher,AAA,18.1,22.74,4.64,608,359,unintended,False,
2026-07-26,815626,Ethan Bagwell,pitcher,A+,13.06,22.73,9.67,971,360,unintended,False,
2026-07-26,691828,Sem Robberse,pitcher,A,22.17,22.59,0.42,376,373,intended,True,thin_current_sample_confidence
2026-07-26,808129,Juan Flores,hitter,AA,12.73,22.52,9.79,1000,375,unintended,False,moderate_thin_sample_confidence
2026-07-26,826315,Cole Hertzler,pitcher,AA,15.12,22.46,7.34,810,376,unintended,False,moderate_thin_sample_confidence
2026-07-26,806258,Thomas White,pitcher,AAA,24.8,22.22,-2.58,268,390,unintended,False,thin_current_sample_confidence
2026-07-26,699115,Carlos Jorge,hitter,AAA,11.38,22.0,10.62,1114,404,unintended,False,
2026-07-26,700731,Keiner Delgado,hitter,AAA,10.68,21.64,10.96,1178,414,unintended,False,
2026-07-26,808365,Dameury Pena,hitter,A+,11.97,21.32,9.35,1064,432,unintended,False,
2026-07-26,827719,Jake Munroe,hitter,AA,14.15,21.29,7.14,888,435,unintended,False,
2026-07-26,800305,Jesús  Báez,hitter,AA,13.72,21.29,7.57,924,436,unintended,False,
2026-07-26,692150,Émilien Pitre,hitter,AA,20.88,21.26,0.38,430,439,unintended,False,
2026-07-26,699151,Jedixson Paez,pitcher,AA,21.15,21.17,0.02,421,443,unintended,False,thin_current_sample_confidence
2026-07-26,691021,A.J. Vukovich,hitter,AAA,20.7,20.68,-0.02,439,461,unintended,False,thin_current_sample_confidence
2026-07-26,701178,Rafe Schlesinger,pitcher,AA,18.98,20.53,1.55,545,473,unintended,False,moderate_thin_sample_confidence
2026-07-26,696143,Anthony Solometo,pitcher,AA,9.64,20.49,10.85,1279,475,intended,True,thin_current_sample_confidence
2026-07-26,694860,Jake Brooks,pitcher,AAA,14.25,20.41,6.16,876,477,unintended,False,
2026-07-26,813536,Juan Valera,pitcher,A+,19.33,20.41,1.08,519,478,intended,True,thin_current_sample_confidence
2026-07-26,807720,Garret Forrester,hitter,AAA,23.38,20.3,-3.08,311,483,unintended,False,thin_current_sample_confidence
2026-07-26,703615,Jose Cabrera,pitcher,AAA,13.78,20.28,6.5,920,484,unintended,False,moderate_thin_sample_confidence
2026-07-26,703610,Justin Lamkin,pitcher,AA,22.72,20.28,-2.44,344,485,unintended,False,thin_current_sample_confidence
2026-07-26,814430,Brett Callahan,hitter,AAA,11.61,20.18,8.57,1095,495,unintended,False,
2026-07-26,820832,Blake Aita,pitcher,AA,8.77,20.1,11.33,1358,502,unintended,False,
2026-07-26,702270,Malcolm Moore,hitter,AA,19.42,19.93,0.51,516,513,unintended,False,
2026-07-26,828824,Josiah Ragsdale,hitter,AA,10.21,19.91,9.7,1219,515,unintended,False,
2026-07-26,807267,JD Dix,hitter,A+,19.46,19.89,0.43,512,516,unintended,False,
2026-07-26,825576,Brandt Thompson,pitcher,AAA,12.82,19.87,7.05,993,519,unintended,False,moderate_thin_sample_confidence
2026-07-26,689818,David Sandlin,pitcher,AAA,20.19,19.55,-0.64,468,535,unintended,False,thin_current_sample_confidence
2026-07-26,806263,Brandon Winokur,hitter,AA,14.11,19.28,5.17,890,547,unintended,False,
2026-07-26,803385,Jay Harry,hitter,AAA,15.8,19.23,3.43,758,555,unintended,False,moderate_thin_sample_confidence
2026-07-26,679922,Carlos Duran,pitcher,AAA,19.2,19.21,0.01,530,557,unintended,False,thin_current_sample_confidence
2026-07-26,701056,Josh Grosz,pitcher,AA,19.16,19.17,0.01,533,560,unintended,False,thin_current_sample_confidence
2026-07-26,805127,Devin Taylor,hitter,AA,18.75,19.01,0.26,556,569,unintended,False,
2026-07-26,701780,Tanner McDougal,pitcher,AAA,19.44,18.84,-0.6,514,575,unintended,False,thin_current_sample_confidence
2026-07-26,800125,Fernando Perez,pitcher,AA,16.78,18.5,1.72,689,603,intended,True,thin_current_sample_confidence
2026-07-26,701750,Bennett Thompson,hitter,AA,6.51,18.18,11.67,1588,624,unintended,False,
2026-07-26,678142,Cedric De Grandpre,pitcher,AAA,14.77,18.03,3.26,834,636,unintended,False,
2026-07-26,691414,Yorman Gómez,pitcher,AAA,18.02,17.99,-0.03,613,640,unintended,False,thin_current_sample_confidence
2026-07-26,834978,Danny Thompson Jr.,pitcher,AA,12.91,17.89,4.98,984,650,unintended,False,moderate_thin_sample_confidence
2026-07-26,809844,Kien Vu,hitter,AA,6.26,17.79,11.53,1609,654,unintended,False,
2026-07-26,824600,Riley Maddox,pitcher,AA,5.87,17.72,11.85,1644,661,unintended,False,
2026-07-26,682769,Eiberson Castellano,pitcher,AAA,13.98,17.59,3.61,904,670,unintended,False,
2026-07-26,701337,Ethan Petry,hitter,AA,17.19,17.56,0.37,664,673,unintended,False,
2026-07-26,809840,Micah Ashman,pitcher,AA,17.58,17.35,-0.23,646,681,unintended,False,thin_current_sample_confidence
2026-07-26,805790,Cody Bowker,pitcher,A+,11.17,17.18,6.01,1125,692,unintended,False,moderate_thin_sample_confidence
2026-07-26,805942,Zach Royse,pitcher,A+,11.99,17.05,5.06,1063,695,unintended,False,
2026-07-26,703680,Brandon Compton,hitter,AA,16.07,17.0,0.93,743,699,unintended,False,
2026-07-26,807485,Davian Garcia,pitcher,AA,17.02,16.99,-0.03,671,701,unintended,False,thin_current_sample_confidence
2026-07-26,800231,Won-Bin Cho,hitter,AA,8.15,16.96,8.81,1420,704,unintended,False,
2026-07-26,807716,Ty Langenberg,pitcher,AAA,15.95,16.96,1.01,748,705,unintended,False,moderate_thin_sample_confidence
2026-07-26,828599,Lucas Spence,hitter,AAA,5.23,16.94,11.71,1709,706,unintended,False,
2026-07-26,827408,Ramon Marquez,pitcher,A+,15.03,16.63,1.6,817,729,unintended,False,moderate_thin_sample_confidence
2026-07-26,800569,Alberto Barriga,hitter,AA,10.73,16.56,5.83,1173,734,unintended,False,moderate_thin_sample_confidence
2026-07-26,813715,Khadim Diaw,hitter,AA,10.95,16.51,5.56,1147,739,unintended,False,
2026-07-26,823182,Braylon Owens,pitcher,AA,5.67,16.29,10.62,1661,758,unintended,False,
2026-07-26,800017,Jose Montero,pitcher,AA,13.07,16.17,3.1,970,768,unintended,False,moderate_thin_sample_confidence
2026-07-26,682620,Richard Gallardo,pitcher,AAA,15.81,16.11,0.3,757,775,unintended,False,moderate_thin_sample_confidence
2026-07-26,699314,David Davalillo,pitcher,AAA,14.42,15.89,1.47,865,784,unintended,False,moderate_thin_sample_confidence
2026-07-26,811765,Deniel Ortiz,hitter,AA,17.66,15.85,-1.81,641,786,unintended,False,thin_current_sample_confidence
2026-07-26,687223,Carson Palmquist,pitcher,AAA,15.7,15.72,0.02,768,797,unintended,False,thin_current_sample_confidence
2026-07-26,801796,Eli Jones,pitcher,AA,5.57,15.67,10.1,1674,806,unintended,False,moderate_thin_sample_confidence
2026-07-26,691437,Adrian Pinto,hitter,AA,17.93,15.61,-2.32,623,807,unintended,False,thin_current_sample_confidence
2026-07-26,695604,T.J. White,hitter,AA,9.68,15.46,5.78,1275,817,unintended,False,moderate_thin_sample_confidence
2026-07-26,529017,Alexander Cornielle,pitcher,AAA,18.29,15.46,-2.83,590,818,unintended,False,thin_current_sample_confidence
2026-07-26,700255,Jacob Steinmetz,pitcher,A,13.2,15.4,2.2,963,821,intended,True,thin_current_sample_confidence
2026-07-26,802410,Jacob Zibin,pitcher,A+,10.09,15.13,5.04,1241,842,unintended,False,moderate_thin_sample_confidence
2026-07-26,802357,Drue Hackenberg,pitcher,AAA,18.83,15.12,-3.71,549,843,unintended,False,thin_current_sample_confidence
2026-07-26,814489,Brett Wichrowski,pitcher,AAA,3.41,15.1,11.69,1936,846,unintended,False,moderate_thin_sample_confidence
2026-07-26,804123,Joey Volini,pitcher,AA,15.86,15.07,-0.79,753,850,unintended,False,thin_current_sample_confidence
2026-07-26,807993,Nicolas Carreno,pitcher,A+,11.39,14.92,3.53,1113,856,unintended,False,moderate_thin_sample_confidence
2026-07-26,695722,Boston Smith,hitter,AA,3.71,14.71,11.0,1884,869,unintended,False,
2026-07-26,815793,Carter Johnson,hitter,A+,13.78,14.61,0.83,919,879,unintended,False,
2026-07-26,815501,Bryce Meccage,pitcher,A+,14.42,14.4,-0.02,864,896,unintended,False,thin_current_sample_confidence
2026-07-26,691292,Angel Ortiz,hitter,AAA,13.61,14.32,0.71,929,903,unintended,False,moderate_thin_sample_confidence
2026-07-26,831572,Carson Fischer,pitcher,A+,4.99,14.21,9.22,1734,913,unintended,False,
2026-07-26,800452,Jose Chirinos,pitcher,A+,13.51,14.17,0.66,936,918,unintended,False,moderate_thin_sample_confidence
2026-07-26,805880,Tanner Thach,hitter,A+,4.24,14.12,9.88,1827,921,unintended,False,
2026-07-26,808893,Bryan Balzer,pitcher,A+,4.02,14.07,10.05,1852,925,unintended,False,
2026-07-26,687210,Nathan Martorella,hitter,AAA,14.07,14.05,-0.02,894,927,unintended,False,thin_current_sample_confidence
2026-07-26,702331,Noah Mendlinger,hitter,AAA,9.65,14.03,4.38,1277,930,unintended,False,moderate_thin_sample_confidence
2026-07-26,804614,Marco Vargas,hitter,AA,15.3,13.96,-1.34,796,937,unintended,False,thin_current_sample_confidence
2026-07-26,804985,Jack Anker,pitcher,A+,5.0,13.83,8.83,1731,948,unintended,False,
2026-07-26,808024,Carlos Virahonda,hitter,A+,5.41,13.74,8.33,1690,956,unintended,False,
2026-07-26,686544,Nestor Lorant,pitcher,AA,8.19,13.72,5.53,1418,957,unintended,False,moderate_thin_sample_confidence
2026-07-26,691006,Kevin Parada,hitter,AAA,7.95,13.71,5.76,1440,958,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-26,696062,Wilber Dotel,pitcher,AAA,14.88,13.69,-1.19,822,961,unintended,False,thin_current_sample_confidence
2026-07-26,834240,Ryan Wideman,hitter,A+,5.99,13.61,7.62,1633,964,unintended,False,
2026-07-26,682633,Eduardo Garcia,hitter,AAA,4.85,13.58,8.73,1751,965,unintended,False,moderate_thin_sample_confidence
2026-07-26,691616,Hedbert Perez,hitter,AA,14.43,13.38,-1.05,863,981,unintended,False,thin_current_sample_confidence
2026-07-26,691185,Maximo Acosta,hitter,AAA,13.37,13.35,-0.02,948,983,unintended,False,thin_current_sample_confidence
2026-07-26,691893,Jean Cabrera,pitcher,AAA,10.5,13.18,2.68,1197,998,unintended,False,moderate_thin_sample_confidence
2026-07-26,827759,Daniel Bucciero,hitter,A+,0,13.09,13.09,2326,1003,unintended,False,
2026-07-26,692405,Jeremy Rivas,hitter,AAA,9.53,13.06,3.53,1290,1004,unintended,False,moderate_thin_sample_confidence
2026-07-26,804670,Ryan Birchard,pitcher,AA,13.0,12.98,-0.02,977,1013,unintended,False,thin_current_sample_confidence
2026-07-26,703804,Romeo Sanabria,hitter,AAA,0,12.92,12.92,2470,1014,unintended,False,
2026-07-26,691941,Calvin Harris,hitter,AA,13.61,12.86,-0.75,930,1023,unintended,False,thin_current_sample_confidence
2026-07-26,813400,Jack Winnay,hitter,AA,4.26,12.79,8.53,1823,1027,unintended,False,
2026-07-26,816014,Ryan McDonagh,pitcher,A,12.8,12.79,-0.01,996,1028,unintended,False,thin_current_sample_confidence
2026-07-26,690985,Colby Halter,hitter,AAA,6.46,12.76,6.3,1592,1029,unintended,False,moderate_thin_sample_confidence
2026-07-26,806270,Dominic Perachi,pitcher,AA,13.32,12.67,-0.65,951,1036,unintended,False,thin_current_sample_confidence
2026-07-26,822514,Max Banks,pitcher,A+,5.37,12.63,7.26,1694,1040,unintended,False,
2026-07-26,801075,Walker Janek,hitter,AA,12.91,12.59,-0.32,983,1043,unintended,False,thin_current_sample_confidence
2026-07-26,694633,Chase Hampton,pitcher,AA,17.2,12.49,-4.71,663,1049,unintended,False,thin_current_sample_confidence
2026-07-26,815043,Simon Miller,pitcher,AA,10.85,12.46,1.61,1160,1055,intended,True,thin_current_sample_confidence
2026-07-26,823790,Will McCausland,pitcher,A+,3.55,12.39,8.84,1917,1060,unintended,False,
2026-07-26,692368,Adrián Sugastey,hitter,AAA,13.07,12.27,-0.8,969,1071,unintended,False,thin_current_sample_confidence
2026-07-26,699276,Jose Olivares,pitcher,AA,12.94,12.27,-0.67,981,1073,unintended,False,thin_current_sample_confidence
2026-07-26,688354,Hayden Minton,pitcher,AA,7.29,12.16,4.87,1505,1084,unintended,False,
2026-07-26,814346,Dylan Watts,pitcher,A+,1.61,12.13,10.52,2131,1086,unintended,False,moderate_thin_sample_confidence
2026-07-26,807728,Carter Graham,hitter,AA,2.47,11.87,9.4,2068,1112,unintended,False,
2026-07-26,808825,Andrew Sears,pitcher,AA,15.55,11.84,-3.71,779,1115,unintended,False,thin_current_sample_confidence
2026-07-26,832307,Jack Kartsonas,pitcher,AA,0.16,11.84,11.68,2263,1116,unintended,False,
2026-07-26,687152,Darrien Miller,hitter,AAA,0,11.72,11.72,2330,1128,unintended,False,moderate_thin_sample_confidence
2026-07-26,683085,Landon Sims,pitcher,AAA,9.27,11.66,2.39,1314,1132,unintended,False,moderate_thin_sample_confidence
2026-07-26,694393,Jaxon Wiggins,pitcher,AAA,15.17,11.63,-3.54,805,1134,unintended,False,thin_current_sample_confidence
2026-07-26,800387,Fernando Peguero,hitter,AAA,3.4,11.53,8.13,1939,1140,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-26,691913,Jesus Castillo,hitter,AAA,7.3,11.49,4.19,1502,1143,unintended,False,moderate_thin_sample_confidence
2026-07-26,822477,JB Middleton,pitcher,A,11.41,11.43,0.02,1111,1151,unintended,False,thin_current_sample_confidence
2026-07-26,686445,Sammy Siani,hitter,AA,11.16,11.14,-0.02,1126,1164,unintended,False,thin_current_sample_confidence
2026-07-26,691405,Juan Benjamin,hitter,AAA,0,10.98,10.98,2412,1179,unintended,False,moderate_thin_sample_confidence
2026-07-26,803291,Christian Oppor,pitcher,AA,11.05,10.94,-0.11,1136,1183,unintended,False,thin_current_sample_confidence
2026-07-26,814384,Alexander Meckley,pitcher,A+,5.61,10.93,5.32,1670,1185,unintended,False,moderate_thin_sample_confidence
2026-07-26,807748,Kannon Kemp,pitcher,A+,9.64,10.79,1.15,1280,1198,intended,True,thin_current_sample_confidence
2026-07-26,822966,John Taylor,hitter,AAA,9.72,10.7,0.98,1270,1212,unintended,False,moderate_thin_sample_confidence
2026-07-26,815292,Luis Martinez-Gomez,pitcher,AA,12.62,10.61,-2.01,1008,1224,unintended,False,thin_current_sample_confidence
2026-07-26,801507,Jake Cunningham,hitter,AA,3.08,10.41,7.33,1992,1238,unintended,False,
2026-07-26,677601,Keyber Rodriguez,hitter,AAA,7.72,10.39,2.67,1459,1239,unintended,False,moderate_thin_sample_confidence
2026-07-26,800254,Abrahan Ramirez,hitter,A+,3.51,10.09,6.58,1921,1274,unintended,False,moderate_thin_sample_confidence
2026-07-26,695646,Peter Heubeck,pitcher,AA,9.88,9.85,-0.03,1256,1293,unintended,False,thin_current_sample_confidence
2026-07-26,801643,Owen Wild,pitcher,AAA,9.19,9.84,0.65,1322,1295,unintended,False,moderate_thin_sample_confidence
2026-07-26,684128,Reidis Sena,pitcher,AAA,11.46,9.51,-1.95,1105,1320,unintended,False,thin_current_sample_confidence
2026-07-26,801957,Dub Gleed,hitter,AA,3.31,9.47,6.16,1952,1324,unintended,False,
2026-07-26,693739,Alexander Alberto,pitcher,AAA,12.79,9.43,-3.36,997,1327,unintended,False,thin_current_sample_confidence
2026-07-26,691621,Jheremy Vargas,hitter,AAA,10.19,9.2,-0.99,1224,1348,unintended,False,thin_current_sample_confidence
2026-07-26,694408,Riley Eikhoff,pitcher,A+,0,9.14,9.14,2818,1355,unintended,False,
2026-07-26,683349,Calvin Ziegler,pitcher,A+,3.55,9.07,5.52,1914,1362,intended,True,thin_current_sample_confidence
2026-07-26,809059,Danny Macchiarola,pitcher,A,8.96,8.94,-0.02,1343,1372,unintended,False,thin_current_sample_confidence
2026-07-26,694689,Dominic Pitelli,hitter,AAA,6.87,8.9,2.03,1539,1375,unintended,False,moderate_thin_sample_confidence
2026-07-26,700251,Brandon Clarke,pitcher,A,4.44,8.78,4.34,1802,1387,intended,True,thin_current_sample_confidence
2026-07-26,687394,Jack Brannigan,hitter,AAA,0,8.57,8.57,2373,1403,unintended,False,moderate_thin_sample_confidence
2026-07-26,691186,Arol Vera,hitter,AAA,10.03,8.54,-1.49,1245,1409,unintended,False,thin_current_sample_confidence
2026-07-26,814492,Will Watson,pitcher,AA,8.45,8.46,0.01,1391,1420,unintended,False,thin_current_sample_confidence
2026-07-26,813636,Phil Fox,pitcher,AA,8.43,8.45,0.02,1394,1421,unintended,False,thin_current_sample_confidence
2026-07-26,803183,Luke Fox,pitcher,AA,8.34,8.36,0.02,1401,1427,unintended,False,thin_current_sample_confidence
2026-07-26,684081,Erick Brito,hitter,AA,9.5,8.35,-1.15,1294,1429,unintended,False,thin_current_sample_confidence
2026-07-26,811948,Tony Santa Maria,hitter,AAA,0,8.35,8.35,2484,1430,unintended,False,
2026-07-26,695771,Jacob Kmatz,pitcher,AA,4.45,8.35,3.9,1801,1432,unintended,False,moderate_thin_sample_confidence
2026-07-26,813706,Owen Hackman,pitcher,AA,11.47,8.29,-3.18,1104,1436,unintended,False,thin_current_sample_confidence
2026-07-26,805311,Nick Sando,pitcher,AAA,10.96,8.18,-2.78,1146,1451,unintended,False,thin_current_sample_confidence
2026-07-26,815653,Tyson Lewis,hitter,A+,7.4,8.17,0.77,1492,1453,unintended,False,
2026-07-26,692243,Jaden Woods,pitcher,AAA,12.43,8.15,-4.28,1022,1454,unintended,False,thin_current_sample_confidence
2026-07-26,802407,Joe Lampe,hitter,AAA,0,8.13,8.13,2390,1456,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-26,696070,Kendry Rojas,pitcher,AAA,8.69,8.08,-0.61,1363,1461,unintended,False,thin_current_sample_confidence
2026-07-26,814388,Hayden Snelsire,pitcher,AAA,9.03,8.06,-0.97,1333,1465,unintended,False,thin_current_sample_confidence
2026-07-26,687282,Gabriel Rincones Jr.,hitter,AAA,14.17,8.03,-6.14,886,1469,unintended,False,thin_current_sample_confidence
2026-07-26,683494,Euribiel Angeles,hitter,AAA,2.62,8.02,5.4,2050,1470,unintended,False,moderate_thin_sample_confidence
2026-07-26,685763,Jonatan Bernal,pitcher,AAA,3.73,7.78,4.05,1883,1492,unintended,False,moderate_thin_sample_confidence
2026-07-26,807974,Adrian Bohorquez,pitcher,A+,7.64,7.66,0.02,1469,1502,unintended,False,thin_current_sample_confidence
2026-07-26,832455,Matthew Fisher,pitcher,A,7.6,7.61,0.01,1476,1513,unintended,False,thin_current_sample_confidence
2026-07-26,694186,Shalin Polanco,hitter,AA,0,7.44,7.44,2477,1525,unintended,False,moderate_thin_sample_confidence
2026-07-26,806637,Jordan Woods,pitcher,A+,0,7.39,7.39,2715,1532,unintended,False,moderate_thin_sample_confidence
2026-07-26,824613,Cole Tolbert,pitcher,A,7.14,7.16,0.02,1517,1549,unintended,False,thin_current_sample_confidence
2026-07-26,804556,Braden Nett,pitcher,AAA,7.07,7.09,0.02,1521,1556,unintended,False,thin_current_sample_confidence
2026-07-26,816102,Landon Harmon,pitcher,A,7.06,7.07,0.01,1522,1558,unintended,False,thin_current_sample_confidence
