day,mlbam_id,name,role,level,score_030,score_031,delta,rank_030,rank_031,class,continuity_floor_applied,arm_b_buckets
2026-07-24,815793,Carter Johnson,hitter,A+,13.83,14.69,0.86,903,864,unintended,False,
2026-07-24,529017,Alexander Cornielle,pitcher,AAA,17.9,14.67,-3.23,613,869,unintended,False,thin_current_sample_confidence
2026-07-24,815501,Bryce Meccage,pitcher,A+,14.4,14.38,-0.02,856,889,unintended,False,thin_current_sample_confidence
2026-07-24,800452,Jose Chirinos,pitcher,A+,13.64,14.3,0.66,913,894,unintended,False,moderate_thin_sample_confidence
2026-07-24,831572,Carson Fischer,pitcher,A+,5.05,14.28,9.23,1706,899,unintended,False,
2026-07-24,691616,Hedbert Perez,hitter,AA,15.27,14.18,-1.09,789,905,unintended,False,thin_current_sample_confidence
2026-07-24,691414,Yorman Gómez,pitcher,AAA,14.14,14.16,0.02,875,907,unintended,False,thin_current_sample_confidence
2026-07-24,687210,Nathan Martorella,hitter,AAA,14.11,14.09,-0.02,879,913,unintended,False,thin_current_sample_confidence
2026-07-24,808893,Bryan Balzer,pitcher,A+,1.45,14.09,12.64,2131,914,unintended,False,
2026-07-24,702331,Noah Mendlinger,hitter,AAA,9.33,14.02,4.69,1297,922,unintended,False,moderate_thin_sample_confidence
2026-07-24,805880,Tanner Thach,hitter,A+,3.12,13.94,10.82,1968,928,unintended,False,
2026-07-24,804614,Marco Vargas,hitter,AA,14.78,13.88,-0.9,825,934,unintended,False,thin_current_sample_confidence
2026-07-24,804985,Jack Anker,pitcher,A+,5.04,13.88,8.84,1708,935,unintended,False,
2026-07-24,824028,Gage Miller,hitter,AAA,13.68,13.86,0.18,911,936,unintended,False,moderate_thin_sample_confidence
2026-07-24,834240,Ryan Wideman,hitter,A+,5.18,13.84,8.66,1688,939,unintended,False,
2026-07-24,808024,Carlos Virahonda,hitter,A+,5.06,13.81,8.75,1704,941,unintended,False,
2026-07-24,686544,Nestor Lorant,pitcher,AA,8.18,13.71,5.53,1414,948,unintended,False,moderate_thin_sample_confidence
2026-07-24,696062,Wilber Dotel,pitcher,AAA,14.87,13.68,-1.19,815,950,unintended,False,thin_current_sample_confidence
2026-07-24,691006,Kevin Parada,hitter,AAA,8.26,13.63,5.37,1404,952,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-24,682633,Eduardo Garcia,hitter,AAA,4.23,13.53,9.3,1815,961,unintended,False,moderate_thin_sample_confidence
2026-07-24,807291,Caden Scarborough,pitcher,A+,13.34,13.31,-0.03,942,983,unintended,False,thin_current_sample_confidence
2026-07-24,691185,Maximo Acosta,hitter,AAA,13.3,13.28,-0.02,947,985,unintended,False,thin_current_sample_confidence
2026-07-24,691893,Jean Cabrera,pitcher,AAA,10.52,13.21,2.69,1178,989,unintended,False,moderate_thin_sample_confidence
2026-07-24,692405,Jeremy Rivas,hitter,AAA,9.53,13.06,3.53,1275,999,unintended,False,moderate_thin_sample_confidence
2026-07-24,804670,Ryan Birchard,pitcher,AA,13.04,13.02,-0.02,967,1003,unintended,False,thin_current_sample_confidence
2026-07-24,691941,Calvin Harris,hitter,AA,13.27,12.79,-0.48,949,1023,unintended,False,thin_current_sample_confidence
2026-07-24,813400,Jack Winnay,hitter,AA,3.81,12.77,8.96,1857,1025,unintended,False,
2026-07-24,806270,Dominic Perachi,pitcher,AA,13.37,12.72,-0.65,938,1027,unintended,False,thin_current_sample_confidence
2026-07-24,690985,Colby Halter,hitter,AAA,6.36,12.65,6.29,1589,1034,unintended,False,moderate_thin_sample_confidence
2026-07-24,815043,Simon Miller,pitcher,AA,11.04,12.65,1.61,1130,1035,intended,True,thin_current_sample_confidence
2026-07-24,822514,Max Banks,pitcher,A+,4.54,12.61,8.07,1773,1039,unintended,False,
2026-07-24,823790,Will McCausland,pitcher,A+,3.59,12.44,8.85,1895,1054,unintended,False,
2026-07-24,699276,Jose Olivares,pitcher,AA,13.0,12.33,-0.67,969,1064,unintended,False,thin_current_sample_confidence
2026-07-24,692368,Adrián Sugastey,hitter,AAA,12.78,12.23,-0.55,992,1071,unintended,False,thin_current_sample_confidence
2026-07-24,814346,Dylan Watts,pitcher,A+,1.65,12.17,10.52,2115,1076,unintended,False,moderate_thin_sample_confidence
2026-07-24,688354,Hayden Minton,pitcher,AA,6.18,12.09,5.91,1603,1084,unintended,False,
2026-07-24,832307,Jack Kartsonas,pitcher,AA,0.2,11.88,11.68,2243,1102,unintended,False,
2026-07-24,807728,Carter Graham,hitter,AA,1.28,11.85,10.57,2151,1104,unintended,False,
2026-07-24,694393,Jaxon Wiggins,pitcher,AAA,15.26,11.72,-3.54,791,1115,unintended,False,thin_current_sample_confidence
2026-07-24,822477,JB Middleton,pitcher,A,11.43,11.45,0.02,1096,1129,unintended,False,thin_current_sample_confidence
2026-07-24,801075,Walker Janek,hitter,AA,11.46,11.12,-0.34,1092,1153,unintended,False,thin_current_sample_confidence
2026-07-24,803291,Christian Oppor,pitcher,AA,11.01,11.03,0.02,1134,1160,unintended,False,thin_current_sample_confidence
2026-07-24,807748,Kannon Kemp,pitcher,A+,9.88,11.03,1.15,1241,1162,intended,True,thin_current_sample_confidence
2026-07-24,691405,Juan Benjamin,hitter,AAA,0,10.93,10.93,2392,1171,unintended,False,moderate_thin_sample_confidence
2026-07-24,814384,Alexander Meckley,pitcher,A+,5.59,10.91,5.32,1647,1176,unintended,False,moderate_thin_sample_confidence
2026-07-24,822966,John Taylor,hitter,AAA,9.07,10.71,1.64,1324,1196,unintended,False,moderate_thin_sample_confidence
2026-07-24,800387,Fernando Peguero,hitter,AAA,1.89,10.69,8.8,2097,1197,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-24,677601,Keyber Rodriguez,hitter,AAA,7.17,10.41,3.24,1496,1218,unintended,False,moderate_thin_sample_confidence
2026-07-24,801507,Jake Cunningham,hitter,AA,2.19,10.31,8.12,2070,1228,unintended,False,
2026-07-24,695646,Peter Heubeck,pitcher,AA,9.92,9.89,-0.03,1237,1265,unintended,False,thin_current_sample_confidence
2026-07-24,801643,Owen Wild,pitcher,AAA,9.2,9.85,0.65,1314,1273,unintended,False,moderate_thin_sample_confidence
2026-07-24,808825,Andrew Sears,pitcher,AA,14.25,9.79,-4.46,869,1276,unintended,False,thin_current_sample_confidence
2026-07-24,800254,Abrahan Ramirez,hitter,A+,2.89,9.75,6.86,1999,1279,unintended,False,moderate_thin_sample_confidence
2026-07-24,801957,Dub Gleed,hitter,AA,2.77,9.69,6.92,2011,1284,unintended,False,
2026-07-24,684128,Reidis Sena,pitcher,AAA,11.5,9.55,-1.95,1088,1301,unintended,False,thin_current_sample_confidence
2026-07-24,694633,Chase Hampton,pitcher,AA,16.16,9.52,-6.64,721,1304,unintended,False,thin_current_sample_confidence
2026-07-24,693739,Alexander Alberto,pitcher,AAA,12.68,9.43,-3.25,997,1311,unintended,False,thin_current_sample_confidence
2026-07-24,683349,Calvin Ziegler,pitcher,A+,2.25,9.4,7.15,2067,1315,intended,True,thin_current_sample_confidence
2026-07-24,691621,Jheremy Vargas,hitter,AAA,10.12,9.13,-0.99,1216,1345,unintended,False,thin_current_sample_confidence
2026-07-24,694408,Riley Eikhoff,pitcher,A+,0,9.11,9.11,2799,1346,unintended,False,
2026-07-24,691913,Jesus Castillo,hitter,AAA,5.63,8.98,3.35,1641,1357,unintended,False,moderate_thin_sample_confidence
2026-07-24,694689,Dominic Pitelli,hitter,AAA,6.5,8.95,2.45,1572,1358,unintended,False,moderate_thin_sample_confidence
2026-07-24,809059,Danny Macchiarola,pitcher,A,8.93,8.91,-0.02,1334,1364,unintended,False,thin_current_sample_confidence
2026-07-24,700251,Brandon Clarke,pitcher,A,0.84,8.85,8.01,2189,1369,intended,True,thin_current_sample_confidence
2026-07-24,805279,Jason Reitz,pitcher,A,8.7,8.71,0.01,1355,1379,unintended,False,thin_current_sample_confidence
2026-07-24,692243,Jaden Woods,pitcher,AAA,12.9,8.65,-4.25,982,1389,unintended,False,thin_current_sample_confidence
2026-07-24,691186,Arol Vera,hitter,AAA,10.0,8.51,-1.49,1229,1404,unintended,False,thin_current_sample_confidence
2026-07-24,695771,Jacob Kmatz,pitcher,AA,3.48,8.36,4.88,1909,1417,unintended,False,moderate_thin_sample_confidence
2026-07-24,684081,Erick Brito,hitter,AA,9.48,8.33,-1.15,1280,1420,unintended,False,thin_current_sample_confidence
2026-07-24,815653,Tyson Lewis,hitter,A+,7.48,8.33,0.85,1470,1421,unintended,False,
2026-07-24,803183,Luke Fox,pitcher,AA,8.28,8.3,0.02,1402,1426,unintended,False,thin_current_sample_confidence
2026-07-24,805311,Nick Sando,pitcher,AAA,11.05,8.27,-2.78,1129,1432,unintended,False,thin_current_sample_confidence
2026-07-24,813706,Owen Hackman,pitcher,AA,11.43,8.25,-3.18,1097,1436,unintended,False,thin_current_sample_confidence
2026-07-24,811948,Tony Santa Maria,hitter,AAA,0,8.18,8.18,2460,1443,unintended,False,
2026-07-24,696070,Kendry Rojas,pitcher,AAA,8.73,8.12,-0.61,1350,1447,unintended,False,thin_current_sample_confidence
2026-07-24,683494,Euribiel Angeles,hitter,AAA,2.65,8.06,5.41,2033,1451,unintended,False,moderate_thin_sample_confidence
2026-07-24,802407,Joe Lampe,hitter,AAA,0,8.02,8.02,2370,1455,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-24,687282,Gabriel Rincones Jr.,hitter,AAA,14.13,7.99,-6.14,877,1459,unintended,False,thin_current_sample_confidence
2026-07-24,685763,Jonatan Bernal,pitcher,AAA,2.92,7.76,4.84,1995,1474,unintended,False,moderate_thin_sample_confidence
2026-07-24,808903,Emilio Barreras,hitter,A+,7.09,7.6,0.51,1502,1493,unintended,False,moderate_thin_sample_confidence
2026-07-24,694186,Shalin Polanco,hitter,AA,0,7.4,7.4,2452,1508,unintended,False,moderate_thin_sample_confidence
2026-07-24,806637,Jordan Woods,pitcher,A+,0,7.4,7.4,2695,1509,unintended,False,moderate_thin_sample_confidence
2026-07-24,814388,Hayden Snelsire,pitcher,AAA,8.33,7.18,-1.15,1393,1530,unintended,False,thin_current_sample_confidence
2026-07-24,824613,Cole Tolbert,pitcher,A,7.15,7.17,0.02,1497,1531,unintended,False,thin_current_sample_confidence
2026-07-24,804556,Braden Nett,pitcher,AAA,7.07,7.09,0.02,1507,1536,unintended,False,thin_current_sample_confidence
2026-07-24,806522,Irving Cota,pitcher,AA,8.71,6.88,-1.83,1354,1563,unintended,False,thin_current_sample_confidence
2026-07-24,703566,Carson Messina,pitcher,A,6.81,6.83,0.02,1534,1567,unintended,False,thin_current_sample_confidence
2026-07-24,823242,Tanner Gresham,pitcher,A+,0,6.83,6.83,2826,1568,unintended,False,moderate_thin_sample_confidence
2026-07-24,691398,Yerlin Confidan,hitter,AA,0,6.82,6.82,2476,1570,unintended,False,
2026-07-24,806441,Nehomar Ochoa Jr.,hitter,A+,5.12,6.76,1.64,1695,1576,unintended,False,moderate_thin_sample_confidence
2026-07-24,694991,Mitch Jebb,hitter,AAA,11.57,6.74,-4.83,1083,1578,unintended,False,thin_current_sample_confidence
2026-07-24,808291,Tyler Rodriguez,hitter,A+,2.42,6.61,4.19,2057,1595,unintended,False,moderate_thin_sample_confidence
2026-07-24,702576,Mason McGwire,pitcher,A+,5.01,6.56,1.55,1711,1604,unintended,False,moderate_thin_sample_confidence
2026-07-24,695556,Shane Panzini,pitcher,AAA,6.45,6.47,0.02,1581,1612,unintended,False,thin_current_sample_confidence
2026-07-24,805273,Frank Camarillo,pitcher,A+,3.07,6.41,3.34,1975,1619,unintended,False,moderate_thin_sample_confidence
2026-07-24,823295,Jay Thomason,hitter,AA,0,6.4,6.4,2366,1621,unintended,False,
2026-07-24,702582,Dallas Macias,hitter,A+,0,6.35,6.35,2307,1626,unintended,False,
2026-07-24,815300,Hayden Robinson,pitcher,A,6.36,6.35,-0.01,1591,1627,unintended,False,thin_current_sample_confidence
2026-07-24,805590,Dylan Palmer,hitter,A+,0,6.33,6.33,2322,1628,unintended,False,
2026-07-24,801367,Matt Jachec,pitcher,AAA,6.67,6.29,-0.38,1553,1634,unintended,False,thin_current_sample_confidence
2026-07-24,809633,Michael Dattalo,hitter,A+,1.54,6.1,4.56,2125,1643,unintended,False,moderate_thin_sample_confidence
2026-07-24,808547,Keyner Benitez,pitcher,A,6.13,6.1,-0.03,1607,1645,unintended,False,thin_current_sample_confidence
2026-07-24,701734,Ryan McCrystal,hitter,AA,2.01,5.92,3.91,2087,1656,unintended,False,moderate_thin_sample_confidence
2026-07-24,812363,Marlon Nieves,pitcher,A,5.89,5.9,0.01,1623,1658,unintended,False,thin_current_sample_confidence
2026-07-24,693311,Tink Hence,pitcher,AAA,5.83,5.85,0.02,1626,1662,unintended,False,thin_current_sample_confidence
2026-07-24,800260,Anthony Flores,pitcher,AA,5.69,5.67,-0.02,1633,1670,unintended,False,thin_current_sample_confidence
2026-07-24,702526,Eric Snow,hitter,AA,1.97,5.63,3.66,2091,1677,unintended,False,moderate_thin_sample_confidence
2026-07-24,702495,Josh Tate,hitter,A+,0,5.6,5.6,2390,1681,unintended,False,
2026-07-24,689296,Anthony Nunez,pitcher,AAA,2.51,5.57,3.06,2050,1684,intended,True,thin_current_sample_confidence
2026-07-24,811312,Justin Riemer,hitter,AA,0,5.46,5.46,2399,1695,unintended,False,moderate_thin_sample_confidence
2026-07-24,804946,Tyler Howard,hitter,A+,0,5.42,5.42,2463,1700,unintended,False,moderate_thin_sample_confidence
2026-07-24,692222,Jose Izarra,hitter,AA,0,5.37,5.37,2382,1704,unintended,False,
2026-07-24,692290,Carter Holton,pitcher,A,5.25,5.27,0.02,1681,1713,unintended,False,thin_current_sample_confidence
2026-07-24,806128,Antonio Jimenez,hitter,A+,0,5.23,5.23,2270,1720,unintended,False,moderate_thin_sample_confidence
2026-07-24,814005,Jake Bloss,pitcher,AAA,11.17,5.2,-5.97,1118,1724,unintended,False,thin_current_sample_confidence
2026-07-24,701820,Jacob Friend,hitter,A+,3.66,5.17,1.51,1880,1727,unintended,False,moderate_thin_sample_confidence
2026-07-24,693781,Wilian Bormie,pitcher,AAA,9.51,5.15,-4.36,1278,1729,unintended,False,thin_current_sample_confidence
2026-07-24,700357,Juan Rojas,pitcher,AA,9.47,5.13,-4.34,1282,1732,unintended,False,thin_current_sample_confidence
2026-07-24,694266,D'Andre Smith,hitter,AA,6.48,5.1,-1.38,1576,1736,unintended,False,thin_current_sample_confidence
2026-07-24,694742,Josh Moylan,hitter,AA,0,4.89,4.89,2389,1763,unintended,False,
2026-07-24,806640,Daniel Keaney,pitcher,A,4.82,4.8,-0.02,1742,1778,unintended,False,thin_current_sample_confidence
2026-07-24,835054,Cale Wetwiska,pitcher,A,4.67,4.64,-0.03,1759,1795,unintended,False,thin_current_sample_confidence
2026-07-24,694181,Carlos Colmenarez,hitter,AAA,3.2,4.52,1.32,1953,1807,unintended,False,moderate_thin_sample_confidence
2026-07-24,806083,J.D. Gonzalez,hitter,A+,0,4.35,4.35,2353,1828,unintended,False,moderate_thin_sample_confidence
2026-07-24,690804,Ryan Nicholson,hitter,AAA,0,4.22,4.22,2447,1850,unintended,False,
2026-07-24,700179,Connor Oliver,pitcher,AA,2.42,4.22,1.8,2058,1851,unintended,False,moderate_thin_sample_confidence
2026-07-24,814366,Cade Feeney,pitcher,AAA,5.36,4.18,-1.18,1670,1857,unintended,False,thin_current_sample_confidence
2026-07-24,815292,Luis Martinez-Gomez,pitcher,AA,6.79,4.15,-2.64,1536,1860,unintended,False,thin_current_sample_confidence
2026-07-24,809685,Aiven Cabral,pitcher,A+,0,4.07,4.07,2491,1868,unintended,False,moderate_thin_sample_confidence
2026-07-24,671748,Casey Yamauchi,hitter,AAA,0,4.04,4.04,2297,1871,unintended,False,
2026-07-24,683353,Connor Caskenette,hitter,AA,0,3.91,3.91,2302,1886,unintended,False,moderate_thin_sample_confidence
2026-07-24,814269,Kevin Verde,hitter,AA,8.05,3.86,-4.19,1423,1892,unintended,False,thin_current_sample_confidence
2026-07-24,693243,Garrett Pennington,hitter,AA,0,3.84,3.84,2337,1895,unintended,False,
2026-07-24,820833,Joey Broughton,pitcher,A,3.73,3.74,0.01,1866,1904,unintended,False,thin_current_sample_confidence
2026-07-24,823817,Jake McCutcheon,hitter,A+,0,3.72,3.72,2360,1907,unintended,False,moderate_thin_sample_confidence
2026-07-24,702640,Tyler Gough,pitcher,A+,2.05,3.69,1.64,2082,1914,unintended,False,moderate_thin_sample_confidence
2026-07-24,700845,Adam Zebrowski,hitter,AAA,0,3.68,3.68,2258,1915,unintended,False,moderate_thin_sample_confidence
2026-07-24,683568,Jairo Iriarte,pitcher,AAA,3.01,3.63,0.62,1985,1926,unintended,False,moderate_thin_sample_confidence
2026-07-24,699228,Jakey Josepha,hitter,A+,0,3.61,3.61,2363,1932,unintended,False,
2026-07-24,805517,Jackson Steensma,pitcher,A,3.63,3.61,-0.02,1885,1933,unintended,False,thin_current_sample_confidence
2026-07-24,683103,Cade Doughty,hitter,AA,4.52,3.52,-1.0,1774,1947,unintended,False,thin_current_sample_confidence
2026-07-24,701136,Kerrington Cross,hitter,A+,0,3.42,3.42,2400,1961,unintended,False,
2026-07-24,703821,Myles Caba,pitcher,AA,6.36,3.37,-2.99,1592,1966,unintended,False,thin_current_sample_confidence
2026-07-24,701404,Fisher Jameson,pitcher,AAA,0,3.26,3.26,2610,1985,unintended,False,moderate_thin_sample_confidence
2026-07-24,692285,Luis Guerrero,pitcher,AAA,3.22,3.21,-0.01,1952,1994,unintended,False,thin_current_sample_confidence
2026-07-24,696098,Jose Romero,pitcher,A+,0,3.2,3.2,2704,1996,intended,True,thin_current_sample_confidence
2026-07-24,696040,Po-Yu Chen,pitcher,AA,3.17,3.19,0.02,1961,2000,unintended,False,thin_current_sample_confidence
2026-07-24,701860,Carter Cunningham,hitter,AA,0,3.16,3.16,2296,2003,unintended,False,
2026-07-24,802192,Daniel Corniel,pitcher,A+,3.18,3.16,-0.02,1959,2004,unintended,False,thin_current_sample_confidence
2026-07-24,683104,Trey Faltine,hitter,AAA,4.33,3.02,-1.31,1798,2026,unintended,False,thin_current_sample_confidence
2026-07-24,800544,Cesar Lares,pitcher,A+,2.87,2.89,0.02,2002,2039,unintended,False,thin_current_sample_confidence
2026-07-24,833381,Jack Moroknek,hitter,A+,0,2.83,2.83,2354,2043,unintended,False,moderate_thin_sample_confidence
2026-07-24,824742,Logan Braunschweig,hitter,AA,1.15,2.8,1.65,2159,2047,unintended,False,moderate_thin_sample_confidence
2026-07-24,807697,Jervis Alfaro,pitcher,A+,0.94,2.78,1.84,2173,2051,unintended,False,moderate_thin_sample_confidence
2026-07-24,695605,Travis Smith,pitcher,AA,0,2.73,2.73,2836,2058,unintended,False,moderate_thin_sample_confidence
2026-07-24,686981,Brenden Dixon,hitter,AA,2.65,2.66,0.01,2032,2070,unintended,False,thin_current_sample_confidence
2026-07-24,693832,Tre Richardson III,hitter,AA,0,2.65,2.65,2461,2074,unintended,False,moderate_thin_sample_confidence
2026-07-24,701862,Jacob Walsh,hitter,A+,0,2.47,2.47,2357,2091,unintended,False,moderate_thin_sample_confidence
2026-07-24,682999,Will Childers,pitcher,AAA,3.43,2.31,-1.12,1919,2102,unintended,False,thin_current_sample_confidence
2026-07-24,827620,Jake Shirk,pitcher,AA,3.46,2.26,-1.2,1912,2104,unintended,False,thin_current_sample_confidence
2026-07-24,687195,Jake Garland,pitcher,AAA,5.48,2.21,-3.27,1660,2106,unintended,False,thin_current_sample_confidence
2026-07-24,809231,Tom Poole,hitter,A+,0,2.16,2.16,2458,2111,unintended,False,moderate_thin_sample_confidence
2026-07-24,805879,Connor Foley,pitcher,A,2.16,2.14,-0.02,2074,2113,unintended,False,thin_current_sample_confidence
2026-07-24,679754,Alberto Rodriguez,hitter,AA,1.99,2.01,0.02,2088,2121,unintended,False,thin_current_sample_confidence
2026-07-24,681495,Cade Fergus,hitter,AAA,5.6,1.98,-3.62,1644,2126,unintended,False,thin_current_sample_confidence
2026-07-24,702563,Mason Neville,hitter,A+,0,1.91,1.91,2421,2132,unintended,False,moderate_thin_sample_confidence
2026-07-24,804466,Carter Garate,hitter,AAA,2.12,1.75,-0.37,2077,2145,unintended,False,thin_current_sample_confidence
2026-07-24,685719,Fernando Sanchez,pitcher,AAA,7.88,1.65,-6.23,1434,2150,unintended,False,thin_current_sample_confidence
2026-07-24,815133,Cameron Sisneros,hitter,AA,0.85,1.6,0.75,2185,2153,unintended,False,moderate_thin_sample_confidence
2026-07-24,811573,Myles Patton,pitcher,A,1.57,1.56,-0.01,2119,2156,unintended,False,thin_current_sample_confidence
2026-07-24,692226,Ty Floyd,pitcher,A+,1.54,1.55,0.01,2126,2160,unintended,False,thin_current_sample_confidence
2026-07-24,691942,Jack O'Dowd,hitter,AA,0,1.51,1.51,2355,2161,unintended,False,moderate_thin_sample_confidence
2026-07-24,813869,Ryan Degges,pitcher,A+,3.41,1.47,-1.94,1922,2165,unintended,False,thin_current_sample_confidence
2026-07-24,687268,K.C. Hunt,pitcher,AAA,4.14,1.22,-2.92,1826,2188,unintended,False,thin_current_sample_confidence
2026-07-24,702631,Adonys Guzman,hitter,A+,0,1.21,1.21,2259,2189,unintended,False,moderate_thin_sample_confidence
2026-07-24,695046,Drew Brutcher,hitter,AA,0,1.17,1.17,2320,2192,unintended,False,moderate_thin_sample_confidence
2026-07-24,703198,Kenni Gomez,hitter,AA,1.35,0.79,-0.56,2141,2225,unintended,False,thin_current_sample_confidence
2026-07-24,694399,Elijah Nunez,hitter,AA,0,0.75,0.75,2326,2229,unintended,False,moderate_thin_sample_confidence
2026-07-24,700784,Jeron Williams,hitter,AA,0.58,0.61,0.03,2210,2241,unintended,False,thin_current_sample_confidence
2026-07-24,801039,John Garcia,hitter,AA,0,0.6,0.6,2374,2245,unintended,False,moderate_thin_sample_confidence
2026-07-24,680846,Pablo Aliendo,hitter,AA,0.56,0.58,0.02,2211,2246,unintended,False,thin_current_sample_confidence
2026-07-24,827637,Dalton McIntyre,hitter,AA,0,0.5,0.5,2308,2250,unintended,False,moderate_thin_sample_confidence
2026-07-24,806927,Luis De La Cruz,pitcher,A+,0,0.48,0.48,2740,2253,unintended,False,moderate_thin_sample_confidence
2026-07-24,811229,Ubert Mejias,pitcher,A+,0,0.46,0.46,2849,2255,unintended,False,moderate_thin_sample_confidence
2026-07-24,683061,Alexander Vargas,hitter,AA,0.38,0.4,0.02,2224,2259,unintended,False,thin_current_sample_confidence
2026-07-24,806998,Hendry Chivilli,pitcher,A,0.41,0.38,-0.03,2221,2261,unintended,False,thin_current_sample_confidence
2026-07-24,822163,Kellan Oakes,pitcher,A+,0,0.34,0.34,2724,2264,unintended,False,moderate_thin_sample_confidence
2026-07-24,696020,Raudelis Martinez,hitter,AA,0.32,0.33,0.01,2227,2265,unintended,False,thin_current_sample_confidence
2026-07-24,821092,Dalvinson Reyes,pitcher,A,0.25,0.22,-0.03,2236,2276,unintended,False,thin_current_sample_confidence
2026-07-24,808333,Dariel Francia,pitcher,A,0.14,0.16,0.02,2249,2283,unintended,False,thin_current_sample_confidence
2026-07-24,833080,Ethan Walker,pitcher,A,0.06,0.04,-0.02,2254,2290,unintended,False,thin_current_sample_confidence
2026-07-24,699305,Diego Mosquera,hitter,AA,2.53,0,-2.53,2046,2347,unintended,False,thin_current_sample_confidence
2026-07-24,687248,Keshawn Ogans,hitter,AAA,2.84,0,-2.84,2003,2410,unintended,False,thin_current_sample_confidence
2026-07-24,694204,Maikol Hernández,hitter,AAA,0.2,0,-0.2,2242,2427,unintended,False,thin_current_sample_confidence
2026-07-24,692366,Onil Perez,hitter,AA,1.56,0,-1.56,2120,2446,unintended,False,thin_current_sample_confidence
2026-07-24,815084,Ben Simon,pitcher,AAA,5.15,0,-5.15,1691,2523,unintended,False,thin_current_sample_confidence
2026-07-24,682981,Derek Diamond,pitcher,AAA,1.83,0,-1.83,2102,2585,unintended,False,thin_current_sample_confidence
2026-07-24,828506,Joey Danielson,pitcher,AA,0.49,0,-0.49,2216,2695,unintended,False,thin_current_sample_confidence
2026-07-24,681328,Jonny Cuevas,pitcher,AAA,2.56,0,-2.56,2042,2699,unintended,False,thin_current_sample_confidence
2026-07-24,687881,Kenten Egbert,pitcher,AAA,0.27,0,-0.27,2233,2729,unintended,False,thin_current_sample_confidence
2026-07-24,692589,Victor Juarez,pitcher,AAA,6.4,0,-6.4,1585,2851,unintended,False,thin_current_sample_confidence
2026-07-25,816113,Eli Willits,hitter,A+,67.97,68.31,0.34,2,2,unintended,False,
2026-07-25,703155,Lazaro Montes,hitter,AAA,40.51,41.67,1.16,41,38,unintended,False,
2026-07-25,815394,Theo Gillen,hitter,AA,39.63,40.37,0.74,46,42,unintended,False,
2026-07-25,815785,Braylon Doughty,pitcher,AA,33.81,34.64,0.83,69,61,unintended,False,
2026-07-25,703596,Karson Milbrandt,pitcher,AAA,30.31,34.64,4.33,112,62,unintended,False,moderate_thin_sample_confidence
2026-07-25,803849,Devin Fitz-Gerald,hitter,AA,30.18,34.11,3.93,119,66,unintended,False,
2026-07-25,815352,Caleb Bonemer,hitter,AA,33.38,34.01,0.63,78,67,unintended,False,
2026-07-25,800611,Noble Meyer,pitcher,A,26.53,33.55,7.02,208,78,intended,True,thin_current_sample_confidence
2026-07-25,694211,Manuel Pena,hitter,AAA,27.05,32.79,5.74,190,89,unintended,False,
2026-07-25,815792,Chase Harlan,hitter,A+,31.74,32.53,0.79,97,92,unintended,False,
2026-07-25,814409,Seaver King,hitter,AAA,31.78,31.88,0.1,95,99,unintended,False,
2026-07-25,815304,Josh Adamczewski,hitter,AA,25.54,31.26,5.72,244,103,unintended,False,
2026-07-25,695667,Ben Kudrna,pitcher,AAA,14.51,31.18,16.67,843,105,intended,True,thin_current_sample_confidence
2026-07-25,809100,Ixan Henderson,pitcher,A,19.16,30.73,11.57,527,112,intended,True,thin_current_sample_confidence
2026-07-25,816111,Tate Southisene,hitter,A+,30.23,30.51,0.28,116,117,unintended,False,
2026-07-25,802126,Joe Whitman,pitcher,AAA,28.4,29.41,1.01,156,140,unintended,False,
2026-07-25,703197,Michael Arroyo,hitter,AAA,17.2,29.34,12.14,659,143,unintended,False,
2026-07-25,700164,Bryant Betancourt,hitter,AAA,14.86,29.18,14.32,817,149,unintended,False,
2026-07-25,702484,Jackson Cox,pitcher,AA,26.76,28.27,1.51,201,168,unintended,False,
2026-07-25,806957,Alfredo Duno,hitter,AA,14.96,27.89,12.93,811,180,unintended,False,
2026-07-25,805207,Caden Bodine,hitter,AA,26.28,26.76,0.48,218,209,unintended,False,
2026-07-25,815873,Sean Keys,hitter,AAA,16.76,26.53,9.77,687,215,unintended,False,
2026-07-25,682982,Daniel Espino,pitcher,AAA,26.24,26.26,0.02,219,226,unintended,False,thin_current_sample_confidence
2026-07-25,815929,Jhonny Level,hitter,A+,24.98,26.22,1.24,257,228,unintended,False,
2026-07-25,702650,Michael Forret,pitcher,AAA,22.43,26.16,3.73,353,231,unintended,False,
2026-07-25,694370,Levi Wells,pitcher,AAA,25.92,25.94,0.02,229,238,unintended,False,thin_current_sample_confidence
2026-07-25,800537,Christian Zazueta,pitcher,AA,19.01,25.51,6.5,538,253,unintended,False,moderate_thin_sample_confidence
2026-07-25,803833,Garrett Baumann,pitcher,AAA,21.4,25.48,4.08,403,254,unintended,False,
2026-07-25,691641,Jose Acuna,pitcher,AAA,17.96,25.35,7.39,611,259,unintended,False,
2026-07-25,830402,Kendry Chourio,pitcher,A+,17.83,25.31,7.48,622,261,unintended,False,moderate_thin_sample_confidence
2026-07-25,814351,Lucas Braun,pitcher,AAA,22.7,25.16,2.46,337,266,unintended,False,
